time,rssi,remrssi,noise,remnoise,rxerrors,fixed
1668088216.7642303,-68,-69,19,53,185,0
1668088217.364391,-72,-71,21,45,185,0
1668088217.8343232,-72,-73,19,41,185,0
1668088218.2644026,-72,-73,20,48,185,0
1668088218.8342247,-71,-73,17,48,185,0
1668088219.29431,-69,-71,20,52,185,0
1668088219.7540193,-64,-68,20,52,185,0
1668088220.3846774,-65,-64,19,45,185,0
1668088220.8142676,-63,-64,21,45,185,0
1668088221.374125,-63,-64,19,42,185,0
1668088221.8338406,-65,-64,21,46,185,0
1668088222.4539561,-62,-60,24,44,185,0
1668088222.893877,-66,-56,20,45,185,0
1668088223.344015,-62,-56,20,45,185,0
1668088223.8440354,-58,-58,19,43,185,0
1668088224.3838904,-58,-58,20,43,185,0
1668088224.8341553,-58,-61,18,40,185,0
