lon,lat,alt,rel_alt,heading,time
55.4719889,10.3247646,42.002,27.142,145.0,1669366981.1675677
55.4719799,10.3247759,40.891,26.031,146.0,1669366982.1676776
55.4719675,10.3247901,39.913,25.054,145.0,1669366983.1683335
55.4719639,10.3247933,38.826,23.967,146.0,1669366984.167539
55.4719637,10.324793,38.208,23.349,146.0,1669366985.1676571
55.4719642,10.3247917,36.982,22.122,145.0,1669366986.1676722
55.4719644,10.32479,35.762,20.902,146.0,1669366987.1676326
55.4719642,10.3247885,34.621,19.762,145.0,1669366988.1676784
55.471964,10.3247877,34.034,19.175,146.0,1669366989.167675
55.4719638,10.324787,32.943,18.083,145.0,1669366990.1676836
55.4719638,10.3247869,31.855,16.995,146.0,1669366991.1676536
55.4719641,10.3247877,31.33,16.47,147.0,1669366992.1675498
55.4719611,10.3247957,29.58,14.72,147.0,1669366993.167681
55.4719562,10.3248029,28.967,14.108,148.0,1669366994.168337
55.4719416,10.3248224,27.951,13.092,146.0,1669366995.1676698
55.4719344,10.3248296,26.882,12.023,145.0,1669366996.1683376
55.4719326,10.3248295,26.302,11.443,145.0,1669366997.167603
55.4719205,10.3248398,25.013,10.154,147.0,1669366998.167661
55.4719085,10.3248522,24.009,9.15,145.0,1669366999.168323
55.4719036,10.3248523,23.004,8.145,145.0,1669367000.1682026
55.4719025,10.3248506,22.489,7.629,145.0,1669367001.1675367
55.4719039,10.3248527,21.473,6.613,145.0,1669367002.1682043
55.4719075,10.3248611,20.593,5.733,145.0,1669367003.1683142
55.471909,10.3248708,19.838,4.979,147.0,1669367004.1676297
55.4719012,10.3248892,19.015,4.156,148.0,1669367005.1682951
55.4718948,10.3248995,18.652,3.792,146.0,1669367006.167538
55.471887,10.3249087,17.81,2.951,143.0,1669367007.1676545
55.4718852,10.3249083,17.384,2.525,144.0,1669367008.1683116
55.4718852,10.3249083,17.384,2.525,144.0,1669367009.1683097
55.4718852,10.3249083,17.384,2.525,144.0,1669367010.168335
55.4718852,10.3249083,17.384,2.525,144.0,1669367011.1683435
55.4718852,10.3249083,17.384,2.525,144.0,1669367012.1682992
55.4718852,10.3249083,17.384,2.525,144.0,1669367013.168322
55.4718852,10.3249083,17.384,2.525,144.0,1669367014.1676395
55.4718852,10.3249083,17.384,2.525,144.0,1669367015.1675935
55.4718852,10.3249083,17.384,2.525,144.0,1669367016.1677265
55.4718852,10.3249083,17.384,2.525,144.0,1669367017.1683028
55.4718852,10.3249083,17.384,2.525,144.0,1669367018.168291
55.4718852,10.3249083,17.384,2.525,144.0,1669367019.1682916
55.4718852,10.3249083,17.384,2.525,144.0,1669367020.168309
55.4718852,10.3249083,17.384,2.525,144.0,1669367021.1683292
55.4718852,10.3249083,17.384,2.525,144.0,1669367022.1683316
55.4718852,10.3249083,17.384,2.525,144.0,1669367023.1682882
55.4718852,10.3249083,17.384,2.525,144.0,1669367024.1683145
55.4718852,10.3249083,17.384,2.525,144.0,1669367025.1681702
55.4718852,10.3249083,17.384,2.525,144.0,1669367026.167528
